Date,Open,High,Low,Close,Adj Close,Volume,Days
2021-12-29,438.5,439.950012,437.540009,439.01001,431.774536,4596700,977
2021-12-30,439.390015,440.359985,437.320007,437.769989,430.554932,3751800,978
2021-12-31,437.230011,438.380005,436.390015,436.570007,429.374725,5185600,979
2022-01-03,437.929993,439.269989,435.640015,439.25,432.010559,6017300,980
2022-01-04,440.579987,441.26001,437.220001,439.070007,431.833496,6262200,981
2022-01-05,438.779999,439.410004,430.529999,430.660004,423.562103,7539600,982
2022-01-06,430.200012,432.829987,427.899994,430.079987,422.991669,7971500,983
2022-01-07,430.209991,431.359985,427.200012,428.589996,421.526215,6157500,984
2022-01-10,425.380005,428.190002,419.769989,428.029999,420.975464,10481500,985
2022-01-11,427.679993,431.950012,424.779999,431.779999,424.663635,7282400,986
2022-01-12,433.559998,435.040009,431.140015,433.070007,425.932373,8270300,987
2022-01-13,434.089996,434.720001,426.089996,427.100006,420.06076,7521300,988
2022-01-14,423.950012,427.579987,422.809998,427.230011,420.188629,9960800,989
2022-01-18,422.619995,424.980011,417.329987,419.73999,412.822052,10681500,990
2022-01-19,421.170013,422.540009,415.070007,415.329987,408.484741,8184100,991
2022-01-20,417.170013,421.75,410.290009,410.76001,403.990082,8907600,992
2022-01-21,409.709991,411.929993,402.660004,402.690002,396.053101,16225900,993
2022-01-24,397.26001,404.880005,386.839996,404.369995,397.705383,22970700,994
2022-01-25,398.170013,404.26001,392.730011,399.459991,392.876312,16836300,995
2022-01-26,405.660004,408.200012,394.339996,398.559998,391.99115,14377300,996
2022-01-27,402.929993,405.970001,394.820007,396.540009,390.004456,12455200,997
2022-01-28,397.820007,406.329987,393.299988,406.26001,399.56424,12096800,998
2022-01-31,405.670013,413.970001,404.350006,413.690002,406.871826,9200400,999
2022-02-01,414.339996,417.040009,410.899994,416.390015,409.527313,8154900,1000
2022-02-02,418.980011,421.179993,416.540009,420.359985,413.431824,6726500,1001
2022-02-03,414.589996,416.429993,409.790009,410.589996,403.822906,7658300,1002
2022-02-04,410.339996,416.23999,408.059998,412.519989,405.7211,8210000,1003
2022-02-07,413.230011,414.619995,409.899994,411.160004,404.383514,5620900,1004
2022-02-08,410.720001,415.459991,409.350006,414.48999,407.65863,5565700,1005
2022-02-09,418.549988,420.869995,418.350006,420.570007,413.638397,6284500,1006
2022-02-10,414.929993,420.799988,411.140015,413.179993,406.370209,9260500,1007
2022-02-11,413.149994,415.200012,403.570007,404.940002,398.266052,10458600,1008
2022-02-14,404.429993,405.98999,400.23999,403.619995,396.967743,10167600,1009
2022-02-15,408.179993,410.290009,407.459991,410.100006,403.340973,6815000,1010
2022-02-16,408.200012,411.890015,406.320007,410.589996,403.822906,7743800,1011
2022-02-17,407.48999,407.980011,401.230011,401.859985,395.236786,7541000,1012
2022-02-18,402.149994,403.309998,397,399.290009,392.709167,10570800,1013
2022-02-22,397.049988,400.369995,391.51001,394.920013,388.411163,10414700,1014
2022-02-23,397.73999,398.320007,387.380005,387.809998,381.418335,12154900,1015
2022-02-24,377.76001,394.170013,377.5,393.769989,387.280121,21277200,1016
2022-02-25,394.950012,402.519989,393.399994,402.369995,395.738342,11665200,1017
2022-02-28,397.179993,402.850006,396,401.359985,394.744995,11855900,1018
2022-03-01,400.01001,401.920013,392.790009,395.339996,388.824219,9124400,1019
2022-03-02,397.720001,404.100006,396.779999,402.600006,395.964569,8185200,1020
